paper_id,title
37884,Hidden Markov decision trees.
37888,Stochastic simulation algorithms for dynamic probabilistic networks.
37893,Probable networks and plausible predictions a review of practical Bayesian methods for supervised neural networks.
37894,"""Learning fine motion by markov mixtures of experts,"""
37914,A structural classifica-tion of integrated replica control mechanisms.
37941,Automatically exploiting implicit parallelism in Java.
37976,Brill 1993. Automatic grammar induction and parsing free text: a transformation-based approach.
37998,"Combining Top-down and Bottom-up Techniques in Inductive Logic Programming,"
38000,Inducing logic programs without explicit negative examples.
38025,ACL2 Theorems about Commercial Microprocessors.
38044,Floating point verification in HOL.
38062,On the foundations of corecursion.
38075,Non-restoring integer square root: a case study in design by principled optimization.
38083,Mechanizing coinduction and corecursion in higherorder logic.
38097,Applying formal verification to a commercial microprocessor.
38107,Robust computer system proofs in PVS.
38188,Polymorphism and subtyping in interfaces.
38195,Bidirectional object layout for separate compilation.
38205,Competitive environments evolve better solutions for complex tasks.
38248,Contingency selection in plan generation.
38268,Range image segmentation using an oscillatory network.
38284,Reliable disparity estimation through selective integration.
38309,Principles for Developing and Measuring High-performance Web Servers over ATM.
38310,"An Object-Oriented Framework for Dynamically Configuring Extensible Distributed Communication Systems,"
38313,"Evaluating CORBA Latency and Scalability Over High-Speed ATM Networks,"
38317,"Evaluating Strategies for Real-Time CORBA Dynamic Scheduling,"
38318,"Evaluating the Performance of Demultiplexing Strategies for Real-time CORBA,"
38320,"An ORB Endsystem Architecture for Statically Scheduled Real-time Applications,"
38321,"Alleviating Priority Inversion and Non-determinism in Real-time CORBA ORB Core Architectures,"
38323,Measuring the Impact of Event Dispatching and Concurrency Models on Web Server Performance Over High-speed Networks.
38329,A Distributed Real-Time MPEG Video Audio Player.
38347,The design and Implementation of an Operating System to Support Distributed Multimedia Applications.
38363,Masking the overhead of protocol layering.
38365,The ACTIVE IP option.
38379,Computing queries from derived relations.
38400,"Papadimitriou ""Planar map graphs,"""
38405,Randomized dynamic algorithms with polylogarithmic time per operation.
38414,"Turning eureka steps into calculations in automatic program synthesis. In S.L.H. The Use of Planning Critics in Mechanizing Inductive Proofs 15 Clarke, editor,"
38425,Kreitz. Towards a formal theory of program construction.
38426,"Kreitz. Meta-synthesis | Deriving programs that develop programs,"
38432,The foundations of a generic theorem prover.
38436,The Extraction and Optimization of Programs from Constructive Proofs.
38469,A personal learning apprentice.
38480,Learning to achieve goals.
38485,"Towards a Measure for P,"
38496,"The complexity and distribution of hard problems,"
38497,and the Density of Hard Languages.
38498,Cook versus KarpLevin: Separating completeness notions if NP is not small.
38500,Almost everywhere high nonuniform complexity.
38501,A small span theorem for P/poly-Turing reductions.
38505,"Pseudorandom generators, measure theory, and natural proofs."
38537,"Bayesian Statistics 4,"
38561,A straightforward approach to Markov chain Monte Carlo methods for item response models.
38580,Topics in Computational Hidden State Modeling.
38642,Expansion-passing style: Beyond conventional macros.
38722,Learning probabilistic automata with variable memory length.
38771,"Improving the quality of automatic DNA sequence assembly using fluorescent tracedata classifications. In States, D.J.,"
38787,Massively Parallel Computation For Three-Dimensional Monte Carlo Device Simulation.
38791,A Massively Parallel Algorithm for Three-Dimensional Device Simulation.
38805,Object indexing using an iconic sparse distributed memory.
38806,Modal Matching for Correspondence and Recognition.
38829,From Design Experiences to Generic Mechanisms: Model-Based Learning in Analogical Design.
38839,"A Model of Creative Understanding,"
38845,Opportunistic Reasoning: A Design Perspective.
38846,"Explaining Serendipitous Recognition in Design,"
38875,"``Effective Hardware Based Data Prefetching for High-Performance Processors\'\',"
38901,"""Queueing Delays in Rate Controlled Networks,"""
38915,Real-time Communication in Multihop Networks.
38920,Open issues and challenges in providing QoS guarantees in high speed networks.
38921,"""Congestion Control and Traffic Management in ATM Networks: Recent Advances and A Survey."""
38922,Local allocation of the end-to-end quality-of-service in high-speed networks.
38931,Rate-controlled static-priority queueing.
39035,Generalized image matching: Statistical learning of physically-based deformations.
39036,Matching and recognition using deofmrable intensity surfaces.
39038,On the message com-plexity of binary byzantine agreement under crash failures.
39039,Atomic broadcast: from simple message diffusion to Byzantine agreement.
39041,Time and message efficient reliable broadcasts.
39050,On the relationship between the atomic commitment and consensus problems.
39051,Message-Optimal Protocols for Byzantine Agreement.
39080,A comparitive evaluation of sequential feature selection algorithms.
39124,The utility of feature weighting in nearest-neighbor algorithms.
39126,Toward optimal feature selection.
39127,Estimating attributes: Analysis and extension of relief.
39130,Average-case analysis of a nearest neighbour algorithm.
39131,Oblivious decision trees and abstract cases.
39134,Feature selection and feature extraction for text categorization.
39165,Efficient learning of selective Bayesian network classifiers.
39195,A language-based approach to protocol implementation.
39196,Patterns Generate Architectures.
39199,Unsupervised learning by convex and conic coding.
39210,Pattern analysis and synthesis in attractor neural networks.
39215,"Scenario-based Analysis of Software Architecture,"
39224,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases.
39229,"""Disk striping in video server environments"","
39240,A critique of Standard ML.
39243,Program transformation in the presence of errors.
39265,An exponential separation between the matching principle and the pigeonhole principle.
39297,"Parallel Spectral Transform Shallow Water Model: A runtime-tunable parallel benchmark code,"
39310,"Experimentation with configurable, lightweight threads on a ksr multiprocessor."
39312,Distributed shared abstractions (dsa) on large-scale multiprocessors.
39314,Portable self-describing binary data streams.
39317,"The message-passing version of the parallel community climate model,"
39344,"""Finding All Stable Orientations of Assemblies with Friction"","
39403,Auto-exploratory av-erage reward reinforcement learning.
39448,An Optimal Algorithm for River Routing with Crosstalk Constraints.
39449,Crosstalk Constrained Maze Routing Based on Lagrangian Relaxation.
39450,Dictionary-based methods for cross-lingual information retrieval.
39466,On the greedy heuristic for satisfiability.
39467,Evidence for a Satisfiability Threshold for Random 2CNF Formulas.
39471,Domain-independent extensions to GSAT: Solving large structured satisfiability problems.
39474,"Simulated annealing for hard satisfiability problems. In, Workshop Notes from the 1993 DIMACS Challenge. FINDING HARD INSTANCES OF THE SATISFIABILITY PROBLEM 17"
39505,Earthquake Ground Motion Modeling on Parallel Computers.
39514,A linear-time algorithm for computing the memory access sequence in data-parallel programs.
39521,Generating Code for High-Level Operations through Code Composition.
39530,Programmable syntax macros.
39532,"""Parallel algorithms for higher-dimensional convex hulls"","
39554,Fast analytical computation of Richards\'s smooth molecular surface.
39582,A Practical System for Intermodule Code Optimization at Link- Time.
39599,Object-oriented programming in scheme.
39629,Syntactic abstraction in scheme.
39700,"""Performance Analysis of Parallelizing Compilers on the Perfect Benchmarks programs""."
39716,The Impact of Parallel Loop Scheduling Strategies on Prefetching in a Shared-Memory Multiprocessor.
39742,The performance of work stealing in multiprogrammed environments (extended abstract).
39747,Data locality and load balancing in COOL.
39751,Auto-blocking matrix-multiplication or tracking BLAS3 performance with source code.
39752,The fastest Fourier transform in the west.
39760,Shared filaments: Efficient support for fine-grain parallelism on shared-memory multiprocessors.
39765,Space-efficient scheduling of parallelism with synchronization variables.
39767,Sparse matrix kernels for shared memory and message passing systems.
39768,"Thread scheduling for cache locality,"
39769,"SunOS Multi-thread Architecture,"
39773,A simple load balancing scheme for task allocation in parallel machines.
39805,Distortion invariant object recognition in the dynamic link architecture.
39812,Generalization to novel images in upright and in-verted faces.
39883,"Towards a Mixed-Initiative Planning Assistant,"""
39890,A theory of inferred causation.
39904,Performance Prediction of Large MIMD Systems for Parallel Neural Network Simulations.
39906,"""Kinematic calibration by means of a triaxial ac-celerometer,"""
39908,"""Closed-loop kinematic calibration of the Sarcos Dextrous Arm,"""
39922,Integrating theory and practice in parallel file systems.
39929,"""Anatomy of an out-of-core dense linear solver"","
39930,Disk-Directed I/O for Out-of-Core Computation.
39937,An Extended Two-Phase Method for Accessing Sections of Out-of-Core Arrays.
39944,OC1: Randomized induction of oblique decision trees.
39984,``Persistency Support for Mobile Objects in the COMET Heterogeneous Environment\'\' pp.
39985,"Object Invocation in Open Distributed Systems: the Comet Approach,"
40009,Nonblocking and orphan-free message logging protocols.
40015,"High-Level Fault Tolerance in Distributed Programs,"
40016,Software-Based Communication Latency Hiding for Commodity Networks.
40017,Portable Checkpointing and Recovery in Heterogeneous Environments.
40030,Randomized load balancing for tree-structured computation.
40033,Empirical Study of Dataflow Languages on the CM-5.
40038,Compiling dataflow into threads.
40039,Evaluation of mechanisms for fine-grained parallel programs in the J-Machine and the CM-5.
40056,Typechecking and Modules for Multi-Methods.
40073,Statically Typed Multi-Methods via Partially Abstract Types.
40124,MacKay (1995). Probabilistic networks: new models and new methods.
40125,Neal (1997). Monte Carlo Implementation of Gaussian Process Models for Bayesian Regression and Classification.
40131,Comparison of neural net and conventional techniques for lighting control.
40135,"""Refining PID controllers using neural networks,"""
40151,"Hoeffding Races: Accelerating Model Selection Search for Classification and Function Approximation,"
40165,"An Adaptation of Proof-Planning Techniques to Declarer Play in the Game of Bridge,"
40194,Toward incremental knowledge correction for agents in complex environments.
40228,"Observing Pose and Motion through Contact,"
40244,Building MRSEV models for CAM applications.
40245,A systematic approach for analyzing the manufacturability of machined parts.
40260,The standardisation of Message Sequence Charts.
40276,MPI-FM: High performance MPI on workstation clusters.
40283,Efficient Schdeuling on Multiprogrammed Shared-Memory Multiprocessors.
40349,"Generalization of Lambert\'s Reflectance Model,"
40351,Geometry caching for ray-tracing displacement maps.
40354,"""A Model for Anisotropic Reflection"","
40358,Spherical wavelets: Texture processing.
40370,The cost of adaptivity and virtual lanes in a wormhole router.
40371,Alleviating Consumption Channel Bottleneck in WormholeRouted k-ary n-cube Systems.
40374,"How Much Does Network Contention Affect Distributed Shared Memory Performance? In Proceedings of the International Conference on Parallel Processing,"
40387,"""Evaluating virtual channels for cache coherent shared memory multiprocessors,"""
40394,"""The performance of the Cedar multistage switching network,"""
40395,"""Performance Benefits of Virtual Channels and Adaptive Routing: An Application-Driven Study,"""
40418,"(1997) : A comparison of novel techniques for instantaneous speaker adaptation,"
40422,Context-dependent classes in a hybrid recurrent network-hmm speech recognition system.
40435,Heap-on-Top Priority Queues.
40442,Implementations of Dijkstra\'s Algorithm Based on Multi-Level Buckets.
40464,"""Intelligent File Hoarding for Mobile Computers."""
40473,Experience with the Amoeba Distributed Operating System.
40476,"Physical Memory Management in a Network Operating System,"
40513,"""Worst-case Optimal Hidden-surface Removal,"""
40517,"""Sorting n Numbers on n n Reconfigurable Meshes with Buses,"
40524,"``Adaptive backoff synchronization techniques,\'\'"
40582,"""Speech recognition system robustness to microphone variations"","
40583,Wavelet Tresholding via a Bayesian Approach.
40592,Wavelet threshold estimators for data with correlated noise.
40599,Simultaneous noise suppression and signal compression using a library of orthonormal bases and the minimum description length criterion.
40605,Nonlinear wavelet shrinkage with Bayes rules and Bayes factors.
40610,The Nexus task-parallel runtime system.
40613,A Flexible Base for Distributed Programming.
40614,Fragmented Objects for Distributed Abstraction.
40735,Latent sematic indexing: A probabilistic analysis.
40772,"The load, capacity and availability of quorum systems."
40774,"The availability of quorum systems. Information and Computation,"
40775,A class of practical and efficient quorum systems.
40792,Modal Characterization of Weak Bisimulation for Higher order Processes.
40805,"V.S. Adve, M.D. Hill, M.K. Vernon, Comparison of Hardware and Software Cache Coherence Schemes,"
40885,Learnability and Markedness in Data-Driven Acquisition of Stress.
40886,Generalisation performance of backpropagation learning on a syllabification task.
40922,An optimal weighting criterion of case indexing for both numeric and symbolic attributes.
41006,Search reduction in hierarchical problem solving.
41050,"Design of a parallel nonsymmetric eigenroutine toolbox, part i."
41055,Computing Rank-Revealing QR factorizations of Dense Matrices.
41077,"A BLAS-3 version of the QR factorizaton with column pivoting,"
41083,"Venkat Rangan (1995) Collaborative Multimedia Systems: Synthesis of Media Objects,"
41085,and V.S. Subrahmanian (1996) Collaborative Multimedia Documents: Authoring and Presentation.
41099,Dealing with synchronization and timing variability in the playback of interactive session recordings.
41101,"""Foundations of Multimedia Database Systems"","
41107,"Tripathi ""Synchronization Representation and Traffic Source Modeling in Orchestrated Presentation"","
41122,Titan: a high-performance remote-sensing database.
41123,A Godunov-type finite volume method for the system of shallow water equations.
41126,Interoperability of data parallel runtime libraries with Meta-Chaos.
41128,The virtual microscope.
41134,Data-centric multi-level blocking.
41136,Beyer et all. DEVise: Integrated querying and visual exploration of large datasets.
41139,Study of Scalable Declustering Algorithms for Parallel Grid Files.
41140,Scalability analysis of declustering methods for multidimensional range queries.
41143,"Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation."
41152,"A Timeout-Free Failure Detector for Quiescent Reliable Communication."""
41153,Quiescent reliable communication and quiescent consensus in partitionable networks.
41154,Randomization and failure detection: a hybrid approach to solve consensus.
41155,Simulating reliable links with unreliable links in the presence of process crashes.
41163,The weakest failure detector for solving consensus.
41166,Failure detectors in omission failure environments.
41175,A modular approach to fault-tolerant broadcasts and related problems.
41177,Using failure detectors to solve consensus in asynchronous shared-memory systems.
41184,On the occur-check free logic programs.
41216,"""A simple algorithm that discovers efficient perceptual codes,"" in Computational and Psychophysical Mechanisms of Visual Coding,"
41246,"Process Shaw and Stan Zdonik (editor), Implementing Persistent Integration in CASE Environments."
41264,Multistrategy learning for information extraction.
41308,On-line scheduling with hard deadlines.
41310,"""Speed is as powerful as clairvoyance"","
41328,"""Four Problems for which a Computer Problem Evolved By Genetic Programming is Competitive with Human Performance"","
41335,Fast RPC on the SHRIMP Virtual Memory Mapped Network Interface.
41340,Software Support for Virtual Memory-Mapped Communication.
41356,"A tabular language for sys-tem design, Appendix A."
41363,A generic bit-sliced bus architecture for datapath synthesis.
41365,Derivation of a DRAM memory interface by sequential decomposition.
41367,Toward a basis for protocol specification and process decomposition.
41368,Behavior tables: A basis for system representation and transformational system synthesis.
41370,System factorization in codesign: A case study of the use of formal techniques to achieve hardware-software decomposition.
41371,Specification and synthesis of bounded indirection.
41392,"MPEG Video in Software: Representation, Transmission and Playback."
41394,Distributed advance reservations of real-time connections.
41397,The timed asynchronous system model.
41398,Revisiting the paxos algorithm.
41409,A Theory of Clock Synchronization.
41414,Interactive assesment of user preference models: The automated travel assistant.
41417,"Case-based Acquisition of User Preferences for Solution Improvement in Ill-Structured Domains,"
41419,A worldwide flock of condors : Load sharing among workstation clusters.
41420,A Metacomputing Infrastructure Toolkit.
41429,Interfacing condor and pvm to harness the cycles of workstation clusters.
41451,Subgraph isomorphism detection in poly-nomial time on preprocessed model graphs.
41458,"""Model Checking Large Software Specifications""."
41463,An empirical comparison of static concurrency analysis techniques.
41481,Verification of communication protocols using data flow analysis.
41484,"""Model Checking Software Systems: A Case Study""."
41492,Retiming and Resynthesis: Optimizing Sequential Networks with Combinational Techniques.
41526,Typed fusion with applications to parallel and sequential code generation.
41530,"Determining Average Program Execution Times and their Variance,"
41566,Cryptographic limitations on learning one-clause logic programs.
41601,Towards Better Inlining Decisions Using Inlining Trials.
41653,"Online load balancing and network flow, To appear in:"
41663,"""Efficient STFT Computation Using a Quantization and Differencing Method,"""
41666,Separating formal bounds from practical performance in learning systems.
41699,"""Object-Relational Databases on the WWW:Design and Implementation Issues"","
41714,"Cliff (1993). ""Issues in evolutionary robotics,"" From Animals to Animats 2 (Ed."
41732,Emergent control and planning in an autonomous vehicle.
41757,Data Filtering and Distribution Modeling Algorithms for Machine Learning.
41792,"Realtime Signal Processing: Dataflow, Visual, and Functional Programming."
41811,Using visualization to foster object-oriented program understanding.
41812,"The Information Mural: A Technique for Displaying and Navigating Large Information Spaces,"
41814,Visualizing interactions in program executions.
41828,Visualizing program ex-ecutions on large data sets using semantic zooming.
41844,"The parallel scalability of the spectral transform method,"
41846,Productive parallel programming: The PCN approach.
41847,A compiler approach to scalable concurrent-program design.
41857,"Developments in Concurrency and Communication,"
41867,Joining Abstract and Concrete Computations in Constraint Logic Programming.
41869,Analysis of pure PROLOG programs.
41885,Sequential Circuit Optimization Using Precomputation.
41892,"""The Validity of Retiming Sequential Circuits,"""
41946,Leo 1990. Mechanism comparison and classification in design.
42003,"Partial closed loop versus open loop motion estimation for HDTV compression,"
42004,"Intermediate view synthesis considering occluded and ambiguously referenced image regions, Signal Processing:"
42019,Derivation of efficient continuous explicit Runge-Kutta methods.
42026,Entailment of finite domain constraints.
42036,Programming Paradigms of the Andorra Kernel Language.
42047,Simulating quantum mechanics on a quantum com-puter.
42053,Reversible space equals deterministic space.
42067,"""Key concepts for parallel out-of-core LU factorization,"""
42091,Galley: A New Parallel File System for Parallel Applications.
42092,A linear file model and an implementation of the NHT-1 I/O application benchmark on the Galley Parallel File System.
42126,"(1995c) The Context of Technological Change in Developing Countries...,"
42156,"""Models of Parallel Adaptive Logic,"""
42164,"""A Concrete Security Treatment of Symmetric Encryption: Analysis of the DES Modes of Operation,"" Full version,"
42167,"""Luby-Rackoff Backwards: Increasing Security by Making Block Ciphers Non-Invertible (Extended Abstract),"""
42207,Asking questions to minimize errors.
42209,"""Learning unions of two rectangles in the plane with equivalence queries"","
42221,Composite geometric concepts and polynomial predictability.
42228,Efficient learning with virtual threshold gates.
42250,Subsumption between queries in objectoriented databases.
42251,Translating Description Logics to Information Server Queries. To appear in:
42254,Reasoning and Revision in Hybrid Representation Systems.
42255,"knowledge-based access to databases"","
42283,The security of MacGuffin.
42456,On contention resolution protocols and associated probabilistic phenomena.
42491,Towards an intermediate language based on graph rewriting.
42492,"Graph rewriting and copying,"
42495,Concurrent Clean.
42497,"""Generating Efficient Code for Lazy Functional Languages."""
42510,"Essential Kinematics for Autonomous Vehicles,"
42513,"A Feedforward Control Approach to the Local Navigation Problem for Autonomous Vehicles,"
42514,"A 3D State Space Formulation of a Navigation Kalman Filter for Autonomous Vehicles,"
42536,Data Mining: The Search for Knowledge in Databases.
42547,Message Passing Support in the Avalanche Widget.
42576,Coding dialogs with the damsl annotation scheme.
42579,Empirical evaluation of human performance and agreement in parsing discourse constituents in spoken dialogue.
42581,Learning the structure of mixed-initiative dialogues from a corpus of annotated conversations.
42585,Collaborative plans for group activities.
42599,Automatic detection of discourse structure for speech recognition and understanding.
42609,From discourse structures to text summaries.
42610,The rhetorical parsing of natural language text.
42663,"The Specification and Execution of Heterogeneous Synchronous Reactive Systems,"
42664,"A Preliminary Study of Hierarchical Finite State Machines with Multiple Concurrency Models,"
42677,"An Embedding of Timed Transition Systems in HOL, The Journal of Formal Methods in System Design,"
42679,Metatheory and reflection in theorem proving: a survey and critique.
42710,Automated model selection for simulation.
42743,"Local Type Inference,"
42748,A schema for adding dependent types to ML.
42776,Tailoring lexical choice to the user\'s vocabulary in multimedia explanation generation.
42790,Effectively con-trolling garbage collection rates in object databases.
42793,Incremental collection of mature objects.
42797,"Validating the MaStA I/O cost model for DB crash recovery mechanisms. Position paper for workshop on database performance at OOPSLA \'95,"
42799,Incremental mature garbage collection using the train algorithm.
42814,A view of one\'s past and other aspects of reasoned change in belief.
42815,Presentations and this and that:
42836,Query-Reachability and Satisfiability in Datalog.
42837,Constraints and redundancy in datalog.
42843,Foundations of Aggregation Constraints.
42847,Power system security margin prediction using radial basis function networks.
42848,Evolving Fuzzy Prototypes for Efficient Data Clustering.
42855,"""Automatic Generation of RBF Networks,"""
42898,"""Pattern Rejection,"""
42900,Divide and conquer: Using approxi-mate models to control view-based algorithms.
42904,An image search engine for the World Wide Web.
42921,Complex feature recognition: A bayesian approach for learning to recognize objects.
42955,Advanced transaction models in workflow contexts.
42971,Providing High Availability in Workflow Management Systems.
42993,WEBVIZ: A Tool for World Wide Web Access Log Visualization.
43008,The revised report on the syntactic theories of sequential control and state.
43057,A comparison of simulation techniques and algebraic tachniques for verifying concurrent systems.
43068,"A framework for optimizing parallel I/O,"
43082,All-to-all communication on meshes with wormhole routing.
43087,Compilation of Id.
43088,"Unify and conquer (garbage, updating, aliasing,"
43133,Formal definition of a conceptual language for the description and manipulation of information models.
43165,Natural language grammatical inference: A comparison of recurrent neural networks and machine learning methods.
43186,"""Learning Feature-based Semantics with Simple Recurrent Networks,"""
43199,Virtual Network Transport Protocols for Myrinet.
43203,Reducing Network Latency Using Subpages in a Global Memory Environment.
43206,"Fragmentation Considered Harmful,"
43208,"Effects of communication latency, overhead, and bandwidth in a cluster architecture."
43226,Nonlinear coupled mode equations on a finite interval: a numerical procedure.
43245,Asynchronous rendez-vous in Distributed Logic Programming.
43265,Profitlich. Terminological knowledge representation: A proposal for a terminological logic.
43276,An empirical analysis of terminological representation systems.
43295,Analyzing an infinite parallel job allocation process.
43300,Randomized Protocols for Low-Congestion Circuit Routing in Multistage Interconnection Networks.
43302,Density dependent jump markov processes and applications to load balancing.
43303,On the analysis of randomized load balancing schemes.
43340,An inheritance model for supporting flexible displays of data structures.
43369,A fast and general implementation of Mach IPC in a network.
43371,Kernel support for network protocol servers.
43372,ADAPTIVE: A flexible and adaptive trans-port system architecture to support lightweight protocols for multimedia applications on high-speed networks.
43383,"""Timeliness via speculation for real-time databases."""
43396,"""Experimental evalu--ation of real-time optimistic concurrency control schemes."""
43412,A System For Constucting Configurable High-Level Protocols.
43418,Advanced languages for systems software : the fox project in 1994.
43424,A Framework for Protocol Composition in Horus.
43435,routing retrieval and thresholding exper-iments using PIRCS.
43451,Search techniques.
43462,A lower bound for sorting networks based on the shu*e per-mutation.
43495,The Multiple Strategy Process Migration for RHODOS: The Logical Design.
43497,Message Passing and RPC-based Interprocess Communication in RHODOS.
43561,"``a I P m: a Strategy for Integrating IP with ATM,\'\'"
43578,Contructing control flow from control dependence.
43580,Array data flow analysis for load-store optimizations in superscalar architectures.
43594,Compiler-directed data prefetching in multiprocessors with memory hierarchies.
43602,An executable representation of distance and direction.
43613,An argument forwarding multithreaded architecture.
43616,Dependence flow graphs: An algebraic approach to program dependencies.
43632,A non-parametric multiscale statistical model for natural images.
43639,"Field, ""Natural image statistics and efficient coding"","
43644,"""Filters, Random fields, And Maxi--mum Entropy (FRAME): towards a unified theory for texture modeling"","
43672,"Predicting protein structure using hidden Markov models. Proteins: Structure, Function,"
43684,Weighting hidden Markov models for maximum discrimination.
43698,Dirichlet mixtures: A method for improving detection of weak but significant protein sequence homology. COS.
43706,A sense of self for Unix processes.
43712,Authorship analysis: Identifying the author of a program.
43713,"(1995) Classification and Detection of Computer Intrusions,"
43721,Mining sequential patterns: Generalizations and performance improvements.
43779,Reducing Cache Invalidation Overheads in Wormhole DSMs Using Multidestination Message Passing.
43823,"""Broadcasting in k-ary n-cube wormhole routed networks using path-based routing,"""
43826,Energy Efficient CMOS Microprocessor Design.
43973,End-to-End Scheduling to Meet Deadlines.
43974,"Guaranteeing Real-Time Requirements With Resource-Based Caliberation of Periodic Processes,"
43976,Visual assessment of a real-time system design: A case study on a CNC controller.
43980,"End-to-End Design of Real-Time Systems, chapter 10."
43981,On task schedulability in real-time control systems.
43982,Parallel Programming in a Distributed Computing Environment.
43987,The Performance of Consistent Checkpoint.
44017,Learning decision lists using homogeneous rules.
44083,Mixture models for optical flow computation.
44084,"Bajcsy. Active part-decompostion, shape and motion estimation of articulated objects: A physics-based approach."
44093,Recovery of egomotion and segmentation of independent object motion using the em algorithm.
44116,"Probability propagation and iterative decoding,"
44121,"""Factor graphs and algorithms,"""
44169,"``Application-Oriented Fault-Tolerant Parallel Branch&Bound,\'\'"
44197,Reasoning with characteristic models.
44198,Reasoning with examples: Propositional formulae and database dependencies.
44206,Knowledge compilation using horn approximations.
44207,Knowledge compilation and theory approximation.
44222,Experience with rover navigation for lunar-like terrains.
44231,"""Analyzing Timing Requirements""."
44285,Distributed Paging for General Networks.
44293,Consistent hashing and random trees: Distributed caching protocols for relieving hot spots on the World Wide Web.
44297,Fast Fault-Tolerant Concurrent Access to Shared Objects.
44368,"""Using Problem Generators to Explore the Effects of Epistasis,"""
44455,Har-vey (1993) Evolving Visually Guided Robots.
44474,"Stochastic Analysis of Qualitative Dynamics,"
44507,"""Observational Uncertainty in Plan Recognition Among Interacting Robots,"""
44514,The observer\'s paradox: Apparent computational complexity in physical systems.
44537,"""Behavior-Based Systems: Key Properties and Implications,"""
44540,"Kin recognition, similarity, and group behavior."
44578,Transfer of learning across compositions of sequential tasks.
44582,"Emergent Functionality of Robot Behavior Through On-line Evo-lution,"
44634,Compiling polymorphism using intensional type analysis.
44635,A type-theoretic account of Standard ML 1996 (ver-sion 2).
44640,A variable typed logic of effects.
44650,Abstract execution: A technique for efficiently tracing programs.
44665,Compiling haskell by program transformation : a report from the trenches.
44673,Reasoning about programs in continuation-passing style.
44677,Compiling Standard ML for Efficient Execution on Modern Machines.
44683,Characterization of Object Behaviour in Standard ML of New Jersey.
44777,An instrumented approach to improving software quality through formal technical review.
44778,Improving software quality through computer supported collaborative review.
44779,Experiences with CSRS: An instrumented software review environment.
44791,"Distributed, collaborative software inspection."
44792,CAIS: Collaborative asynchronous inspection of software.
44808,Comparing detection methods for software requirements inspections: A replicated experiment.
44811,"Software Engineering: A Practitioner\'s Approach, 4th ed.,"
44824,Beyond the chalkboard: Computer support for collaboration and problem solving in meetings.
44854,Logical aspects of set constraints.
44949,"""OPT: An Approach to Organizational and Process Improvement"","
44959,"""WDM-Based Local Lightwave Networks Part I: Single Hop Systems,"""
44965,An adaptive web page recommendation service.
44971,"Fast similarity search in the presence of noise, scaling, and translation in time-series databases."
44976,Goldin and P.C. Kanellakis. On Similarity Queries for Time-Series Data: Constraint Specification and Implementation.
44987,Similarity-based queries for time series data.
45000,"Implementation of the Ficus Replicated File System,"
45005,Providing high availability using lazy replication.
45016,Concurrency control and view notification algorithms for collaborative replicated objects.
45020,"""Image denoising via lossy compression and wavelet thresholding,"""
45036,A comparative evaluation of voting and meta-learning on partitioned data.
45049,"Adjusting for Multiple Testing in Decision Tree Pruning,"
45052,Bayesian model averaging.
45060,"Extracting Refined Rules from Knowledge-Based Neural Networks,"
45061,Bias and the quantification of stability.
45071,Learning from highly flexible tutorial instruction.
45149,Data mining: An overview from a database perspective.
45150,"Meta-rule-guided mining of association rules in relational databases. In DOOD95 Workshop on the Integration of Knowlege Discovery with Deductive and Object Oriented Databases,"
45152,Post-analysis of learned rules.
45158,Pruning and grouping discovered association rules.
45161,More. The MINPACK-2 test problem collection.
45165,"Fast computation of gradients and Ja-cobians by transparent exploitation of sparsity in automatic differentiation,"
45167,"Issues in parallel automatic differentiation, in Automatic Differentiation of Algorithms,"
45174,"Automatic Differentiation of Algorithms: Theory, Implementation, and Application,"
45177,Efficient derivative codes through automatic differentiation and interface contraction: An application in biostatistics.
45179,"A constraint-based parallel programming language,"
45188,"A bound on the error of Cross Validation using the approxima-tion and estimation rates, with consequences for the training-test split."
45189,An experimental and theoretical comparison of model selection methods.
45199,The problem of multiple comparisons.
45212,Gain adaptation beats least squares.
45250,Toward target verification through 3-d model-based sensor fusion.
45270,Model to Multisensor Coregistration with Eight Degrees of Freedom.
45302,The existence of uniquely G colourable graphs.
45338,Parallel performance prediction using lost cycles analysis.
45343,Architectural mechanisms for explicit communication in shared memory multiprocessors.
45378,"Non-penetrating Rigid Body Simulation,"
45387,"""Identifying mass parameters for gravity compensation and automatic torque sensor calibration,"""
45389,"Adding Force Feedback to Graphics Sy stems: Issues and Solutions"","
45399,Direct haptic rendering of sculptured models.
45402,"Automated Dictionary Extraction for ""Knowledge-Free"" Example-Based Translation."
45435,Rules as actions: A situation calculus semantics for logic programs.
45465,A process algebraic view of I/O automata.
45481,"Quiescence, fairness, testing and the notion of implementation."
45482,"Computer-assisted simulation proofs. In Costas Courcoubetis, editor,"
45514,"Benchmarks, test beds, controlled experimentation, and the design of agent architectures."
45533,Priority ASOCS.
45537,"Prototype Styles of Generalization,"
45568,Parallel application characterization for multiprocessor scheduling policy design.
45599,Grounding robotic control with genetic neural net-works.
45603,Symbiotic Evolution of Neural Networks in Sequential Decision Tasks.
45605,"""Learning and evolution in neural networks,"""
45606,Good teaching inputs do not correspond to desired responses in ecological neural networks.
45607,Learning to adapt to changing environments in evolving neural networks.
45660,Compilation of I/O communications for HPF.
45662,Array Region Analyses and Applications.
45663,Interprocedural array region analyses.
